home_team_id,away_team_id,league_id,day_of_week,month,home_odds,draw_odds,away_odds,odds_ratio,home_team,away_team,league,implied_prob_home,implied_prob_away,overround,implied_prob_draw,volatility,market_sentiment,historical_roi
27,27,6,5,4,1.73,4.13,4.0,0.4325,Manchester City,Liverpool,Premier League,0.5780346820809249,0.25,1.0701654326862517,0.24213075060532688,0.2753119679153906,-0.10036979560545434,0.3594969905990259
11,3,6,5,4,3.08,2.06,2.0,1.54,Chelsea,Arsenal,Premier League,0.3246753246753247,0.5,1.3101122178792082,0.4854368932038835,0.20250850043151722,-0.4499934580342859,0.17052043708939912
40,6,3,5,4,1.85,4.19,3.92,0.4719387755102041,Real Madrid,Barcelona,La Liga,0.5405405405405405,0.25510204081632654,1.0343060658437406,0.2386634844868735,0.21551612122519026,0.6514607326668269,0.03718623764150339
5,46,3,5,4,1.73,3.3,3.63,0.4765840220385675,Atletico Madrid,Sevilla,La Liga,0.5780346820809249,0.27548209366391185,1.1565470787751397,0.30303030303030304,0.3200320069430918,-0.3452613723421165,0.08710533479288246
19,33,9,5,4,3.76,3.6,2.12,1.7735849056603772,Inter,Milan,Serie A,0.26595744680851063,0.4716981132075471,1.0154333377938354,0.2777777777777778,0.23054305769460717,-0.9110388104154816,0.05120695204483661
21,36,9,5,4,2.85,3.54,3.9,0.7307692307692308,Juventus,Napoli,Serie A,0.3508771929824561,0.25641025641025644,0.8897733250989273,0.2824858757062147,0.14422220892351034,-0.5727806469540724,0.1494303176220681
7,12,0,5,4,2.57,2.82,3.87,0.6640826873385013,Bayern Munich,Dortmund,Bundesliga,0.38910505836575876,0.25839793281653745,1.0021129202603105,0.3546099290780142,0.33486697634366924,-0.40816713579817576,-0.103999953566506
24,25,0,5,4,2.72,4.8,3.22,0.84472049689441,Leipzig,Leverkusen,Bundesliga,0.3676470588235294,0.3105590062111801,0.8865393983680429,0.20833333333333334,0.22079118523853283,-0.20583093301906752,0.18632204306149025
36,31,4,5,4,2.68,3.83,2.01,1.3333333333333337,PSG,Marseille,Ligue 1,0.3731343283582089,0.49751243781094534,1.1317433719132795,0.2610966057441253,0.3911824596231047,0.5853948883712994,-0.19718996726043847
26,34,4,5,4,2.92,2.51,3.94,0.7411167512690355,Lyon,Monaco,Ligue 1,0.3424657534246575,0.25380710659898476,0.9946792345256343,0.39840637450199207,0.42620807361860313,-0.8142089011308071,0.23734067687963734
27,27,6,6,4,2.21,3.03,3.56,0.6207865168539326,Manchester City,Liverpool,Premier League,0.45248868778280543,0.2808988764044944,1.0634205674876298,0.33003300330033003,0.4334542077917526,0.9737209398419278,-0.10421298966547747
11,3,6,6,4,1.81,2.0,1.67,1.083832335329341,Chelsea,Arsenal,Premier League,0.5524861878453039,0.5988023952095809,1.651288583054885,0.5,0.43153219506116336,0.48729807148097937,-0.1126884901381079
40,6,3,6,4,1.5,4.13,3.56,0.4213483146067415,Real Madrid,Barcelona,La Liga,0.6666666666666666,0.2808988764044944,1.1896962936764879,0.24213075060532688,0.40257770184990316,-0.04088140248746441,-0.14209761642441274
5,46,3,6,4,2.92,2.32,3.81,0.7664041994750656,Atletico Madrid,Sevilla,La Liga,0.3424657534246575,0.26246719160104987,1.035967427784328,0.4310344827586207,0.271607294198645,0.2554417632883126,0.3218402152581739
19,33,9,6,4,3.6,4.22,2.36,1.5254237288135597,Inter,Milan,Serie A,0.2777777777777778,0.42372881355932207,0.9384734159816497,0.23696682464454977,0.37263908746026453,0.5739729068677877,0.050667933371589535
21,36,9,6,4,3.09,3.42,3.62,0.8535911602209945,Juventus,Napoli,Serie A,0.3236245954692557,0.27624309392265195,0.8922653502106211,0.29239766081871343,0.13936086448648105,-0.4668983417055492,0.16876340976375026
7,12,0,6,4,2.58,4.01,3.44,0.75,Bayern Munich,Dortmund,Bundesliga,0.38759689922480617,0.29069767441860467,0.9276711322469021,0.24937655860349128,0.35040903934355927,-0.953047700652732,0.255598567205012
