home_team_id,away_team_id,league_id,day_of_week,month,home_odds,draw_odds,away_odds,odds_ratio,home_team,away_team,league
27,27,6,5,4,1.73,4.13,4.0,0.4325,Manchester City,Liverpool,Premier League
11,3,6,5,4,3.08,2.06,2.0,1.54,Chelsea,Arsenal,Premier League
40,6,3,5,4,1.85,4.19,3.92,0.47193877551020413,Real Madrid,Barcelona,La Liga
5,46,3,5,4,1.73,3.3,3.63,0.4765840220385675,Atletico Madrid,Sevilla,La Liga
19,33,9,5,4,3.76,3.6,2.12,1.7735849056603772,Inter,Milan,Serie A
21,36,9,5,4,2.85,3.54,3.9,0.7307692307692308,Juventus,Napoli,Serie A
7,12,0,5,4,2.57,2.82,3.87,0.6640826873385013,Bayern Munich,Dortmund,Bundesliga
24,25,0,5,4,2.72,4.8,3.22,0.84472049689441,Leipzig,Leverkusen,Bundesliga
36,31,4,5,4,2.68,3.83,2.01,1.3333333333333335,PSG,Marseille,Ligue 1
26,34,4,5,4,2.92,2.51,3.94,0.7411167512690355,Lyon,Monaco,Ligue 1
27,27,6,6,4,2.21,3.03,3.56,0.6207865168539326,Manchester City,Liverpool,Premier League
11,3,6,6,4,1.81,2.0,1.67,1.0838323353293413,Chelsea,Arsenal,Premier League
40,6,3,6,4,1.5,4.13,3.56,0.42134831460674155,Real Madrid,Barcelona,La Liga
5,46,3,6,4,2.92,2.32,3.81,0.7664041994750656,Atletico Madrid,Sevilla,La Liga
19,33,9,6,4,3.6,4.22,2.36,1.5254237288135595,Inter,Milan,Serie A
21,36,9,6,4,3.09,3.42,3.62,0.8535911602209945,Juventus,Napoli,Serie A
7,12,0,6,4,2.58,4.01,3.44,0.75,Bayern Munich,Dortmund,Bundesliga
24,25,0,6,4,3.13,3.09,3.04,1.0296052631578947,Leipzig,Leverkusen,Bundesliga
36,31,4,6,4,1.58,2.64,1.82,0.8681318681318682,PSG,Marseille,Ligue 1
26,34,4,6,4,3.86,4.98,3.66,1.0546448087431692,Lyon,Monaco,Ligue 1
27,27,6,0,4,2.81,3.84,3.58,0.7849162011173184,Manchester City,Liverpool,Premier League
11,3,6,0,4,3.65,4.18,3.46,1.0549132947976878,Chelsea,Arsenal,Premier League
40,6,3,0,4,2.24,3.26,2.8,0.8000000000000002,Real Madrid,Barcelona,La Liga
5,46,3,0,4,3.87,2.19,3.03,1.2772277227722773,Atletico Madrid,Sevilla,La Liga
19,33,9,0,4,3.53,4.29,3.61,0.9778393351800554,Inter,Milan,Serie A
21,36,9,0,4,3.58,2.17,3.54,1.0112994350282487,Juventus,Napoli,Serie A
7,12,0,0,4,3.1,2.02,3.59,0.8635097493036212,Bayern Munich,Dortmund,Bundesliga
24,25,0,0,4,2.25,4.43,1.71,1.3157894736842106,Leipzig,Leverkusen,Bundesliga
36,31,4,0,4,2.69,4.14,2.14,1.2570093457943925,PSG,Marseille,Ligue 1
26,34,4,0,4,3.29,4.47,3.4,0.9676470588235294,Lyon,Monaco,Ligue 1
27,27,6,1,4,2.81,3.45,3.25,0.8646153846153847,Manchester City,Liverpool,Premier League
11,3,6,1,4,2.41,3.66,2.8,0.8607142857142858,Chelsea,Arsenal,Premier League
40,6,3,1,4,3.83,2.08,3.64,1.0521978021978022,Real Madrid,Barcelona,La Liga
5,46,3,1,4,1.66,2.97,2.58,0.6434108527131782,Atletico Madrid,Sevilla,La Liga
19,33,9,1,4,1.87,2.5,3.27,0.5718654434250765,Inter,Milan,Serie A
21,36,9,1,4,2.32,3.27,3.28,0.7073170731707317,Juventus,Napoli,Serie A
7,12,0,1,4,1.53,3.85,3.02,0.5066225165562914,Bayern Munich,Dortmund,Bundesliga
24,25,0,1,4,2.1,3.36,1.96,1.0714285714285714,Leipzig,Leverkusen,Bundesliga
36,31,4,1,4,2.93,2.12,3.87,0.7571059431524548,PSG,Marseille,Ligue 1
26,34,4,1,4,1.77,3.42,3.32,0.533132530120482,Lyon,Monaco,Ligue 1
27,27,6,2,4,1.85,3.36,3.19,0.5799373040752351,Manchester City,Liverpool,Premier League
11,3,6,2,4,1.94,3.42,2.95,0.6576271186440678,Chelsea,Arsenal,Premier League
40,6,3,2,4,1.63,3.4,2.63,0.6197718631178707,Real Madrid,Barcelona,La Liga
5,46,3,2,4,3.42,2.19,2.64,1.2954545454545454,Atletico Madrid,Sevilla,La Liga
19,33,9,2,4,1.51,4.68,3.09,0.4886731391585761,Inter,Milan,Serie A
21,36,9,2,4,3.68,3.8,2.62,1.4045801526717556,Juventus,Napoli,Serie A
7,12,0,2,4,1.83,3.9,3.1,0.5903225806451613,Bayern Munich,Dortmund,Bundesliga
24,25,0,2,4,3.64,2.94,1.76,2.0681818181818183,Leipzig,Leverkusen,Bundesliga
36,31,4,2,4,2.57,3.08,2.35,1.0936170212765957,PSG,Marseille,Ligue 1
26,34,4,2,4,3.5,3.21,3.74,0.9358288770053476,Lyon,Monaco,Ligue 1
27,27,6,3,4,3.68,4.94,1.79,2.0558659217877095,Manchester City,Liverpool,Premier League
11,3,6,3,4,1.52,2.31,2.42,0.628099173553719,Chelsea,Arsenal,Premier League
40,6,3,3,4,1.92,2.98,2.15,0.8930232558139535,Real Madrid,Barcelona,La Liga
5,46,3,3,4,1.8,4.28,1.95,0.9230769230769231,Atletico Madrid,Sevilla,La Liga
19,33,9,3,4,3.9,3.82,2.51,1.553784860557769,Inter,Milan,Serie A
21,36,9,3,4,3.05,2.65,2.49,1.2248995983935742,Juventus,Napoli,Serie A
7,12,0,3,4,2.03,2.3,3.95,0.5139240506329114,Bayern Munich,Dortmund,Bundesliga
24,25,0,3,4,1.72,4.55,2.37,0.7257383966244725,Leipzig,Leverkusen,Bundesliga
36,31,4,3,4,3.5,3.57,1.81,1.9337016574585635,PSG,Marseille,Ligue 1
26,34,4,3,4,2.83,4.0,2.75,1.029090909090909,Lyon,Monaco,Ligue 1
27,27,6,4,4,2.72,2.04,3.68,0.7391304347826088,Manchester City,Liverpool,Premier League
11,3,6,4,4,2.85,4.77,2.82,1.0106382978723405,Chelsea,Arsenal,Premier League
40,6,3,4,4,2.64,3.15,3.61,0.7313019390581718,Real Madrid,Barcelona,La Liga
5,46,3,4,4,1.68,2.74,2.77,0.6064981949458483,Atletico Madrid,Sevilla,La Liga
19,33,9,4,4,2.05,4.09,2.38,0.861344537815126,Inter,Milan,Serie A
21,36,9,4,4,1.54,3.24,2.07,0.7439613526570049,Juventus,Napoli,Serie A
7,12,0,4,4,3.67,4.8,3.56,1.0308988764044944,Bayern Munich,Dortmund,Bundesliga
24,25,0,4,4,3.57,4.09,3.8,0.9394736842105263,Leipzig,Leverkusen,Bundesliga
36,31,4,4,4,3.69,3.25,1.89,1.9523809523809526,PSG,Marseille,Ligue 1
26,34,4,4,4,1.79,4.17,3.18,0.5628930817610063,Lyon,Monaco,Ligue 1
33,49,5,3,4,3.59,4.56,3.83,0.9373368146214098,NYCFC,Toronto FC,MLS
46,55,1,5,4,3.2,3.22,2.57,1.2451361867704283,Sheffield United,Watford,Championship
8,16,7,5,4,3.03,2.34,1.55,1.9548387096774191,Benfica,Guimaraes,Primeira Liga
27,30,6,6,4,3.64,4.17,1.95,1.8666666666666667,Manchester City,Manchester United,Premier League
35,32,1,6,4,2.28,4.8,3.08,0.7402597402597402,Norwich,Middlesbrough,Championship
53,40,7,5,4,2.12,3.79,1.85,1.145945945945946,Vitoria,Porto,Primeira Liga
11,27,6,6,4,3.1,4.96,3.64,0.8516483516483516,Chelsea,Liverpool,Premier League
29,26,4,1,4,2.29,3.06,2.16,1.0601851851851851,Marseille,Lille,Ligue 1
22,4,5,2,4,3.15,3.45,3.56,0.8848314606741573,LA Galaxy,Atlanta United,MLS
8,40,7,3,4,2.27,4.22,3.2,0.709375,Benfica,Porto,Primeira Liga
31,36,9,4,4,1.51,3.45,2.68,0.5634328358208955,Milan,Napoli,Serie A
56,12,0,2,4,2.04,2.22,2.6,0.7846153846153846,Wolfsburg,Dortmund,Bundesliga
6,53,3,2,4,1.79,3.74,1.66,1.0783132530120483,Barcelona,Villarreal,La Liga
13,1,8,5,4,2.3,2.11,2.21,1.0407239819004523,Dundee United,Aberdeen,Scottish Premiership
32,38,4,5,4,2.41,2.98,2.97,0.8114478114478114,Monaco,PSG,Ligue 1
44,4,5,1,4,3.76,3.25,2.72,1.3823529411764703,Seattle Sounders,Atlanta United,MLS
36,43,4,1,4,3.03,2.92,3.72,0.814516129032258,PSG,Rennes,Ligue 1
31,19,9,0,4,3.16,2.35,2.73,1.1575091575091576,Milan,Inter,Serie A
20,35,5,2,4,1.94,2.51,2.24,0.8660714285714285,Inter Miami,NYCFC,MLS
46,55,1,5,4,3.72,3.22,2.86,1.3006993006993008,Sheffield United,Watford,Championship
10,13,8,4,4,3.76,3.28,3.79,0.992084432717678,Celtic,Dundee United,Scottish Premiership
