home_team_id,away_team_id,league_id,day_of_week,month,home_odds,draw_odds,away_odds,odds_ratio,home_team,away_team,league,implied_prob_home,implied_prob_away,overround,implied_prob_draw,volatility,market_sentiment,historical_roi
7,4,3,5,4,1.69,4.97,1.77,0.9548022598870056,Manchester City,Liverpool,Premier League,0.591715976331361,0.5649717514124294,1.357894971204555,0.2012072434607646,0.1097586978851175,0.09618689226100607,0.004538307103445605
2,0,3,5,4,1.6,3.88,3.55,0.4507042253521127,Chelsea,Arsenal,Premier League,0.625,0.28169014084507044,1.164422099607957,0.2577319587628866,0.26766295289459624,-0.06895388022661875,0.3481314672059686
9,1,1,5,4,2.44,2.47,2.57,0.9494163424124514,Real Madrid,Barcelona,La Liga,0.4098360655737705,0.38910505836575876,1.203799423534671,0.4048582995951417,0.4616438856705405,-0.9215823060017605,0.3687379160251993
0,9,1,5,4,2.21,3.7,2.5,0.884,Atletico Madrid,Sevilla,La Liga,0.45248868778280543,0.4,1.1227589580530757,0.27027027027027023,0.4294976522538666,-0.6384798231254525,-0.19840998091729622
3,6,4,5,4,2.58,4.52,3.04,0.8486842105263158,Inter,Milan,Serie A,0.38759689922480617,0.32894736842105265,0.9377832056989562,0.22123893805309736,0.17800092045797947,-0.2608756756430861,-0.10916937329826397
4,8,4,5,4,1.8,2.82,3.61,0.4986149584487535,Juventus,Napoli,Serie A,0.5555555555555556,0.2770083102493075,1.1871737948828773,0.3546099290780142,0.31638283567596553,0.1855085181565903,0.08523447875766216
1,2,0,5,4,2.01,2.18,2.51,0.8007968127490039,Bayern Munich,Dortmund,Bundesliga,0.49751243781094534,0.39840637450199207,1.3546344086432125,0.4587155963302752,0.4008687452985966,-0.957786224247603,-0.11502572353158291
5,3,0,5,4,3.13,3.77,1.72,1.819767441860465,Leipzig,Leverkusen,Bundesliga,0.3194888178913738,0.5813953488372093,1.1661361561185037,0.26525198938992045,0.2547926549556404,-0.1314325886571015,0.08548592614511386
8,5,2,5,4,1.77,3.39,2.55,0.6941176470588236,PSG,Marseille,Ligue 1,0.5649717514124294,0.3921568627450981,1.2521138648949905,0.2949852507374631,0.3658436355659981,0.12442825019902304,0.1546574253465801
6,7,2,5,4,3.29,2.53,2.33,1.412017167381974,Lyon,Monaco,Ligue 1,0.303951367781155,0.4291845493562232,1.1283928341334257,0.3952569169960475,0.13159203380539677,-0.810413648032996,0.010496486353742202
