home_team_id,away_team_id,league_id,day_of_week,month,home_odds,draw_odds,away_odds,odds_ratio,home_team,away_team,league,implied_prob_home,implied_prob_away,overround,implied_prob_draw,volatility,market_sentiment,historical_roi
7,4,3,5,4,3.36,4.49,3.5,0.96,Manchester City,Liverpool,Premier League,0.2976190476190476,0.2857142857142857,0.8060504825538233,0.22271714922048996,0.17406634945323923,0.8913591791395952,0.10709918981309868
2,0,3,5,4,3.77,3.48,2.96,1.273648648648649,Chelsea,Arsenal,Premier League,0.26525198938992045,0.33783783783783783,0.8904461490668387,0.28735632183908044,0.42925217667798976,0.015080302230661147,0.16790046017485805
9,1,1,5,4,2.07,2.25,2.73,0.7582417582417582,Real Madrid,Barcelona,La Liga,0.48309178743961356,0.3663003663003663,1.2938365981844242,0.4444444444444444,0.46772954410374945,-0.899136525991975,0.227645085712967
0,9,1,5,4,2.55,3.84,3.89,0.6555269922879177,Atletico Madrid,Sevilla,La Liga,0.3921568627450981,0.2570694087403599,0.9096429381521247,0.2604166666666667,0.3900548397360454,0.5359548556491416,0.17652515809026215
3,6,4,5,4,3.55,2.76,3.34,1.062874251497006,Inter,Milan,Serie A,0.28169014084507044,0.29940119760479045,0.943410179029571,0.3623188405797102,0.17864414503828888,-0.33309065180306496,0.15934572328794233
4,8,4,5,4,2.32,3.64,2.49,0.931726907630522,Juventus,Napoli,Serie A,0.4310344827586207,0.4016064257028112,1.1073661831867065,0.2747252747252747,0.2080237530728546,-0.5069700612417345,0.006394354822208709
1,2,0,5,4,1.93,4.68,3.59,0.5376044568245125,Bayern Munich,Dortmund,Bundesliga,0.5181347150259068,0.2785515320334262,1.0103614607345466,0.2136752136752137,0.449289566226014,-0.46253531445695906,0.05168793704373159
5,3,0,5,4,3.42,4.89,3.67,0.9318801089918256,Leipzig,Leverkusen,Bundesliga,0.29239766081871343,0.2724795640326976,0.7693762023565235,0.20449897750511248,0.4840444321267172,-0.20054400522521987,0.12386220665634706
8,5,2,5,4,2.22,2.68,3.91,0.5677749360613811,PSG,Marseille,Ligue 1,0.4504504504504504,0.2557544757033248,1.0793392545119842,0.3731343283582089,0.1697326745514546,0.09029591266982107,-0.17597987833947354
6,7,2,5,4,3.66,4.47,3.97,0.9219143576826196,Lyon,Monaco,Ligue 1,0.27322404371584696,0.2518891687657431,0.7488268590140286,0.2237136465324385,0.1606012249697536,0.3948829489853418,0.049338356481033824
