date,league,home_team,away_team,home_odds,draw_odds,away_odds,source,home_form,away_form,home_wins,home_draws,home_losses,away_wins,away_draws,away_losses,home_possession,away_possession,home_shots,away_shots,over_under_2.5,btts_yes,btts_no
2025-04-19,Premier League,Manchester City,Liverpool,3.37,2.81,3.04,SofaScore,W5D1L3,W5D0L2,5.0,1.0,3.0,5.0,0.0,2.0,,,,,,,
2025-04-19,Premier League,Chelsea,Arsenal,3.39,3.92,2.25,SofaScore,W1D0L1,W3D1L3,1.0,0.0,1.0,3.0,1.0,3.0,,,,,,,
2025-04-19,La Liga,Real Madrid,Barcelona,3.99,3.26,1.81,SofaScore,W4D2L1,W4D0L1,4.0,2.0,1.0,4.0,0.0,1.0,,,,,,,
2025-04-19,La Liga,Atletico Madrid,Sevilla,2.85,4.46,2.38,SofaScore,W4D0L1,W2D2L1,4.0,0.0,1.0,2.0,2.0,1.0,,,,,,,
2025-04-19,Serie A,Inter,Milan,3.65,3.26,2.51,SofaScore,W4D0L0,W1D2L3,4.0,0.0,0.0,1.0,2.0,3.0,,,,,,,
2025-04-19,Serie A,Juventus,Napoli,3.94,3.56,2.14,SofaScore,W5D1L2,W5D1L1,5.0,1.0,2.0,5.0,1.0,1.0,,,,,,,
2025-04-19,Bundesliga,Bayern Munich,Dortmund,2.91,4.26,3.62,SofaScore,W5D0L0,W2D0L3,5.0,0.0,0.0,2.0,0.0,3.0,,,,,,,
2025-04-19,Bundesliga,Leipzig,Leverkusen,3.63,4.22,2.2,SofaScore,W4D0L2,W4D2L1,4.0,0.0,2.0,4.0,2.0,1.0,,,,,,,
2025-04-19,Ligue 1,PSG,Marseille,2.2,3.08,3.68,SofaScore,W1D2L2,W5D2L1,1.0,2.0,2.0,5.0,2.0,1.0,,,,,,,
2025-04-19,Ligue 1,Lyon,Monaco,2.58,2.9,2.88,SofaScore,W5D0L3,W2D1L2,5.0,0.0,3.0,2.0,1.0,2.0,,,,,,,
2025-04-20,Premier League,Manchester City,Liverpool,3.27,2.8,2.77,SofaScore,W4D0L1,W2D1L1,4.0,0.0,1.0,2.0,1.0,1.0,,,,,,,
