home_team_id,away_team_id,league_id,day_of_week,month,home_odds,draw_odds,away_odds,odds_ratio,home_team,away_team,league
7,4,3,5,4,1.69,4.97,1.77,0.9548022598870056,Manchester City,Liverpool,Premier League
2,0,3,5,4,1.6,3.88,3.55,0.45070422535211274,Chelsea,Arsenal,Premier League
9,1,1,5,4,2.44,2.47,2.57,0.9494163424124514,Real Madrid,Barcelona,La Liga
0,9,1,5,4,2.21,3.7,2.5,0.884,Atletico Madrid,Sevilla,La Liga
3,6,4,5,4,2.58,4.52,3.04,0.8486842105263158,Inter,Milan,Serie A
4,8,4,5,4,1.8,2.82,3.61,0.4986149584487535,Juventus,Napoli,Serie A
1,2,0,5,4,2.01,2.18,2.51,0.8007968127490039,Bayern Munich,Dortmund,Bundesliga
5,3,0,5,4,3.13,3.77,1.72,1.819767441860465,Leipzig,Leverkusen,Bundesliga
8,5,2,5,4,1.77,3.39,2.55,0.6941176470588236,PSG,Marseille,Ligue 1
6,7,2,5,4,3.29,2.53,2.33,1.4120171673819741,Lyon,Monaco,Ligue 1
7,4,3,6,4,3.61,3.08,2.86,1.2622377622377623,Manchester City,Liverpool,Premier League
2,0,3,6,4,1.71,4.27,2.53,0.6758893280632411,Chelsea,Arsenal,Premier League
9,1,1,6,4,3.81,2.09,3.54,1.076271186440678,Real Madrid,Barcelona,La Liga
0,9,1,6,4,2.61,3.28,1.96,1.3316326530612244,Atletico Madrid,Sevilla,La Liga
3,6,4,6,4,3.48,4.03,1.98,1.7575757575757576,Inter,Milan,Serie A
4,8,4,6,4,1.55,2.33,3.39,0.45722713864306785,Juventus,Napoli,Serie A
1,2,0,6,4,1.77,4.77,1.6,1.10625,Bayern Munich,Dortmund,Bundesliga
5,3,0,6,4,2.66,2.67,1.62,1.6419753086419753,Leipzig,Leverkusen,Bundesliga
8,5,2,6,4,1.98,4.93,2.44,0.8114754098360656,PSG,Marseille,Ligue 1
6,7,2,6,4,2.02,2.0,1.76,1.1477272727272727,Lyon,Monaco,Ligue 1
7,4,3,0,4,2.02,4.11,2.35,0.8595744680851064,Manchester City,Liverpool,Premier League
2,0,3,0,4,1.84,2.7,2.29,0.8034934497816594,Chelsea,Arsenal,Premier League
