date,league,home_team,away_team,home_odds,draw_odds,away_odds,source,home_form,away_form,home_wins,home_draws,home_losses,away_wins,away_draws,away_losses,home_possession,away_possession,home_shots,away_shots,over_under_2.5,btts_yes,btts_no
2025-04-19,Premier League,Manchester City,Liverpool,3.32,4.73,1.55,SofaScore,W5D2L2,W3D1L1,5.0,2.0,2.0,3.0,1.0,1.0,,,,,,,
2025-04-19,Premier League,Chelsea,Arsenal,2.42,3.77,2.08,SofaScore,W4D2L0,W5D1L2,4.0,2.0,0.0,5.0,1.0,2.0,,,,,,,
2025-04-19,La Liga,Real Madrid,Barcelona,3.15,2.93,1.78,SofaScore,W3D1L2,W5D0L2,3.0,1.0,2.0,5.0,0.0,2.0,,,,,,,
2025-04-19,La Liga,Atletico Madrid,Sevilla,3.05,2.54,3.59,SofaScore,W2D0L1,W5D0L1,2.0,0.0,1.0,5.0,0.0,1.0,,,,,,,
2025-04-19,Serie A,Inter,Milan,2.65,3.3,3.67,SofaScore,W3D0L1,W3D2L2,3.0,0.0,1.0,3.0,2.0,2.0,,,,,,,
2025-04-19,Serie A,Juventus,Napoli,2.12,3.62,2.6,SofaScore,W5D2L2,W5D0L1,5.0,2.0,2.0,5.0,0.0,1.0,,,,,,,
2025-04-19,Bundesliga,Bayern Munich,Dortmund,2.37,3.6,3.75,SofaScore,W5D0L0,W2D1L3,5.0,0.0,0.0,2.0,1.0,3.0,,,,,,,
2025-04-19,Bundesliga,Leipzig,Leverkusen,3.14,2.62,2.26,SofaScore,W1D2L3,W5D2L3,1.0,2.0,3.0,5.0,2.0,3.0,,,,,,,
2025-04-19,Ligue 1,PSG,Marseille,3.29,2.4,2.16,SofaScore,W3D2L1,W3D1L0,3.0,2.0,1.0,3.0,1.0,0.0,,,,,,,
2025-04-19,Ligue 1,Lyon,Monaco,3.07,3.74,2.9,SofaScore,W2D0L3,W5D0L0,2.0,0.0,3.0,5.0,0.0,0.0,,,,,,,
2025-04-20,Premier League,Manchester City,Liverpool,2.13,4.76,2.06,SofaScore,W3D0L3,W5D0L1,3.0,0.0,3.0,5.0,0.0,1.0,,,,,,,
2025-04-20,Premier League,Chelsea,Arsenal,2.03,4.76,2.52,SofaScore,W3D0L0,W1D1L3,3.0,0.0,0.0,1.0,1.0,3.0,,,,,,,
2025-04-20,La Liga,Real Madrid,Barcelona,3.79,3.59,3.74,SofaScore,W5D1L0,W2D1L1,5.0,1.0,0.0,2.0,1.0,1.0,,,,,,,
2025-04-20,La Liga,Atletico Madrid,Sevilla,3.26,2.67,3.08,SofaScore,W2D0L3,W4D1L3,2.0,0.0,3.0,4.0,1.0,3.0,,,,,,,
2025-04-20,Serie A,Inter,Milan,1.67,4.6,1.89,SofaScore,W5D1L3,W2D1L3,5.0,1.0,3.0,2.0,1.0,3.0,,,,,,,
2025-04-20,Serie A,Juventus,Napoli,2.18,4.45,3.08,SofaScore,W2D0L1,W5D1L2,2.0,0.0,1.0,5.0,1.0,2.0,,,,,,,
2025-04-20,Bundesliga,Bayern Munich,Dortmund,2.56,4.37,2.36,SofaScore,W3D2L2,W1D0L3,3.0,2.0,2.0,1.0,0.0,3.0,,,,,,,
2025-04-20,Bundesliga,Leipzig,Leverkusen,3.24,2.41,1.8,SofaScore,W1D0L3,W1D1L2,1.0,0.0,3.0,1.0,1.0,2.0,,,,,,,
2025-04-20,Ligue 1,PSG,Marseille,3.46,3.14,2.21,SofaScore,W2D0L2,W1D2L2,2.0,0.0,2.0,1.0,2.0,2.0,,,,,,,
2025-04-20,Ligue 1,Lyon,Monaco,1.78,2.63,2.58,SofaScore,W4D1L0,W1D1L1,4.0,1.0,0.0,1.0,1.0,1.0,,,,,,,
2025-04-21,Premier League,Manchester City,Liverpool,2.84,2.05,3.86,SofaScore,W4D2L1,W2D2L0,4.0,2.0,1.0,2.0,2.0,0.0,,,,,,,
2025-04-21,Premier League,Chelsea,Arsenal,3.3,2.62,1.63,SofaScore,W5D2L3,W1D1L0,5.0,2.0,3.0,1.0,1.0,0.0,,,,,,,
2025-04-21,La Liga,Real Madrid,Barcelona,2.4,2.59,2.6,SofaScore,W2D0L1,W4D1L2,2.0,0.0,1.0,4.0,1.0,2.0,,,,,,,
2025-04-21,La Liga,Atletico Madrid,Sevilla,3.21,3.13,3.65,SofaScore,W1D0L2,W3D0L1,1.0,0.0,2.0,3.0,0.0,1.0,,,,,,,
2025-04-21,Serie A,Inter,Milan,3.37,4.16,2.51,SofaScore,W1D2L1,W4D2L1,1.0,2.0,1.0,4.0,2.0,1.0,,,,,,,
2025-04-21,Serie A,Juventus,Napoli,2.17,4.49,2.82,SofaScore,W5D0L3,W5D1L2,5.0,0.0,3.0,5.0,1.0,2.0,,,,,,,
2025-04-21,Bundesliga,Bayern Munich,Dortmund,3.7,3.7,1.59,SofaScore,W1D2L3,W3D0L2,1.0,2.0,3.0,3.0,0.0,2.0,,,,,,,
2025-04-21,Bundesliga,Leipzig,Leverkusen,1.95,2.17,1.54,SofaScore,W2D1L2,W4D0L0,2.0,1.0,2.0,4.0,0.0,0.0,,,,,,,
2025-04-21,Ligue 1,PSG,Marseille,3.24,4.51,3.68,SofaScore,W3D2L0,W5D2L0,3.0,2.0,0.0,5.0,2.0,0.0,,,,,,,
2025-04-21,Ligue 1,Lyon,Monaco,3.7,3.33,2.47,SofaScore,W3D2L2,W1D2L2,3.0,2.0,2.0,1.0,2.0,2.0,,,,,,,
2025-04-22,Premier League,Manchester City,Liverpool,3.22,4.75,3.08,SofaScore,W2D1L3,W2D1L1,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,
2025-04-22,Premier League,Chelsea,Arsenal,3.35,3.69,2.22,SofaScore,W5D0L0,W5D1L2,5.0,0.0,0.0,5.0,1.0,2.0,,,,,,,
2025-04-22,La Liga,Real Madrid,Barcelona,3.74,3.94,2.31,SofaScore,W3D2L1,W1D1L2,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,
2025-04-22,La Liga,Atletico Madrid,Sevilla,2.64,4.16,2.68,SofaScore,W1D0L3,W3D0L2,1.0,0.0,3.0,3.0,0.0,2.0,,,,,,,
2025-04-22,Serie A,Inter,Milan,1.99,3.58,3.78,SofaScore,W5D1L3,W3D1L2,5.0,1.0,3.0,3.0,1.0,2.0,,,,,,,
2025-04-22,Serie A,Juventus,Napoli,2.89,2.69,2.0,SofaScore,W3D1L3,W4D2L3,3.0,1.0,3.0,4.0,2.0,3.0,,,,,,,
2025-04-22,Bundesliga,Bayern Munich,Dortmund,2.39,4.46,3.89,SofaScore,W3D1L3,W3D1L2,3.0,1.0,3.0,3.0,1.0,2.0,,,,,,,
2025-04-22,Bundesliga,Leipzig,Leverkusen,1.62,2.08,2.97,SofaScore,W5D2L3,W4D2L0,5.0,2.0,3.0,4.0,2.0,0.0,,,,,,,
2025-04-22,Ligue 1,PSG,Marseille,1.98,4.05,2.2,SofaScore,W1D0L1,W1D1L1,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,
2025-04-22,Ligue 1,Lyon,Monaco,3.5,4.45,2.23,SofaScore,W3D2L2,W2D1L2,3.0,2.0,2.0,2.0,1.0,2.0,,,,,,,
2025-04-23,Premier League,Manchester City,Liverpool,2.42,2.5,3.05,SofaScore,W2D2L2,W2D2L0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,
2025-04-23,Premier League,Chelsea,Arsenal,3.2,2.81,2.89,SofaScore,W5D0L2,W3D1L2,5.0,0.0,2.0,3.0,1.0,2.0,,,,,,,
2025-04-23,La Liga,Real Madrid,Barcelona,2.81,3.69,1.73,SofaScore,W2D2L0,W2D0L0,2.0,2.0,0.0,2.0,0.0,0.0,,,,,,,
2025-04-23,La Liga,Atletico Madrid,Sevilla,1.65,4.92,2.91,SofaScore,W1D2L2,W4D1L2,1.0,2.0,2.0,4.0,1.0,2.0,,,,,,,
2025-04-23,Serie A,Inter,Milan,1.96,4.24,2.04,SofaScore,W5D1L0,W3D0L1,5.0,1.0,0.0,3.0,0.0,1.0,,,,,,,
2025-04-23,Serie A,Juventus,Napoli,3.71,3.57,1.99,SofaScore,W4D1L1,W5D1L2,4.0,1.0,1.0,5.0,1.0,2.0,,,,,,,
2025-04-23,Bundesliga,Bayern Munich,Dortmund,1.8,4.6,3.32,SofaScore,W5D2L0,W5D2L3,5.0,2.0,0.0,5.0,2.0,3.0,,,,,,,
2025-04-23,Bundesliga,Leipzig,Leverkusen,2.21,2.52,2.01,SofaScore,W1D0L2,W3D2L3,1.0,0.0,2.0,3.0,2.0,3.0,,,,,,,
2025-04-23,Ligue 1,PSG,Marseille,1.58,4.31,3.56,SofaScore,W2D0L0,W1D0L2,2.0,0.0,0.0,1.0,0.0,2.0,,,,,,,
2025-04-23,Ligue 1,Lyon,Monaco,3.95,2.29,1.85,SofaScore,W3D2L3,W3D2L1,3.0,2.0,3.0,3.0,2.0,1.0,,,,,,,
2025-04-24,Premier League,Manchester City,Liverpool,2.22,4.72,3.87,SofaScore,W4D2L0,W1D0L1,4.0,2.0,0.0,1.0,0.0,1.0,,,,,,,
2025-04-24,Premier League,Chelsea,Arsenal,1.51,3.63,2.33,SofaScore,W4D2L1,W2D2L0,4.0,2.0,1.0,2.0,2.0,0.0,,,,,,,
2025-04-24,La Liga,Real Madrid,Barcelona,3.56,3.85,3.99,SofaScore,W2D0L2,W5D0L1,2.0,0.0,2.0,5.0,0.0,1.0,,,,,,,
2025-04-24,La Liga,Atletico Madrid,Sevilla,3.34,2.95,2.23,SofaScore,W2D0L3,W1D2L1,2.0,0.0,3.0,1.0,2.0,1.0,,,,,,,
2025-04-24,Serie A,Inter,Milan,3.16,4.36,1.51,SofaScore,W3D0L3,W3D1L2,3.0,0.0,3.0,3.0,1.0,2.0,,,,,,,
2025-04-24,Serie A,Juventus,Napoli,3.2,4.96,3.33,SofaScore,W4D1L1,W4D0L0,4.0,1.0,1.0,4.0,0.0,0.0,,,,,,,
2025-04-24,Bundesliga,Bayern Munich,Dortmund,2.99,4.96,3.45,SofaScore,W1D0L1,W5D0L1,1.0,0.0,1.0,5.0,0.0,1.0,,,,,,,
2025-04-24,Bundesliga,Leipzig,Leverkusen,1.74,2.76,3.81,SofaScore,W4D2L2,W1D0L2,4.0,2.0,2.0,1.0,0.0,2.0,,,,,,,
2025-04-24,Ligue 1,PSG,Marseille,3.49,3.67,1.96,SofaScore,W5D0L3,W1D2L3,5.0,0.0,3.0,1.0,2.0,3.0,,,,,,,
2025-04-24,Ligue 1,Lyon,Monaco,2.88,3.59,3.43,SofaScore,W3D0L0,W5D0L2,3.0,0.0,0.0,5.0,0.0,2.0,,,,,,,
2025-04-25,Premier League,Manchester City,Liverpool,3.72,2.36,1.74,SofaScore,W1D1L1,W2D2L2,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,
2025-04-25,Premier League,Chelsea,Arsenal,1.89,4.74,3.68,SofaScore,W2D0L0,W2D1L3,2.0,0.0,0.0,2.0,1.0,3.0,,,,,,,
2025-04-25,La Liga,Real Madrid,Barcelona,3.16,4.17,3.61,SofaScore,W1D2L0,W3D0L1,1.0,2.0,0.0,3.0,0.0,1.0,,,,,,,
2025-04-25,La Liga,Atletico Madrid,Sevilla,2.65,4.64,3.95,SofaScore,W1D2L3,W1D0L2,1.0,2.0,3.0,1.0,0.0,2.0,,,,,,,
2025-04-25,Serie A,Inter,Milan,2.0,2.82,2.22,SofaScore,W2D0L3,W4D0L2,2.0,0.0,3.0,4.0,0.0,2.0,,,,,,,
2025-04-25,Serie A,Juventus,Napoli,3.68,4.78,3.89,SofaScore,W5D0L1,W5D0L2,5.0,0.0,1.0,5.0,0.0,2.0,,,,,,,
2025-04-25,Bundesliga,Bayern Munich,Dortmund,3.78,3.27,2.01,SofaScore,W5D1L3,W3D2L1,5.0,1.0,3.0,3.0,2.0,1.0,,,,,,,
2025-04-25,Bundesliga,Leipzig,Leverkusen,3.91,3.34,2.63,SofaScore,W5D0L0,W5D1L2,5.0,0.0,0.0,5.0,1.0,2.0,,,,,,,
2025-04-25,Ligue 1,PSG,Marseille,3.64,3.87,1.53,SofaScore,W4D1L0,W1D1L3,4.0,1.0,0.0,1.0,1.0,3.0,,,,,,,
2025-04-25,Ligue 1,Lyon,Monaco,1.8,4.71,2.45,SofaScore,W2D2L2,W1D2L0,2.0,2.0,2.0,1.0,2.0,0.0,,,,,,,
2025-04-20,Championship,Norwich,Burnley,3.18,3.59,2.67,FlashScore,,,,,,,,,,,,,,,
2025-04-26,Ligue 1,Monaco,Marseille,1.53,4.49,3.14,FlashScore,,,,,,,,,,,,,,,
2025-04-20,Scottish Premiership,Aberdeen,Rangers,1.57,3.89,1.52,FlashScore,,,,,,,,,,,,,,,
2025-04-26,Serie A,Milan,Inter,2.74,3.29,3.72,FlashScore,,,,,,,,,,,,,,,
2025-04-26,MLS,LA Galaxy,Toronto FC,3.96,4.03,3.78,FlashScore,,,,,,,,,,,,,,,
2025-04-23,Serie A,Milan,Lazio,3.59,3.23,2.38,FlashScore,,,,,,,,,,,,,,,
2025-04-23,Bundesliga,Leipzig,Wolfsburg,1.61,2.49,2.55,FlashScore,,,,,,,,,,,,,,,
