home_team_id,away_team_id,league_id,day_of_week,month,home_odds,draw_odds,away_odds,odds_ratio,home_team,away_team,league,implied_prob_home,implied_prob_away,overround,implied_prob_draw,volatility,market_sentiment,historical_roi
30,28,6,5,4,3.25,3.14,3.11,1.045016077170418,Manchester City,Liverpool,Premier League,0.3076923076923077,0.3215434083601286,0.9477070536320542,0.3184713375796178,0.20791257915158365,-0.7005039838383145,0.2222596999778988
12,3,6,5,4,2.67,3.38,3.71,0.7196765498652291,Chelsea,Arsenal,Premier League,0.37453183520599254,0.2695417789757412,0.9399316023474142,0.2958579881656805,0.4107589533485215,0.6302055849749604,0.1472737919283893
43,6,3,5,4,3.78,4.09,3.54,1.0677966101694916,Real Madrid,Barcelona,La Liga,0.2645502645502646,0.2824858757062147,0.7915349177625918,0.24449877750611249,0.28609422634394993,0.5707399555650567,0.037040803132848854
5,48,3,5,4,2.66,2.99,3.52,0.7556818181818182,Atletico Madrid,Sevilla,La Liga,0.37593984962406013,0.2840909090909091,0.9944789192500862,0.33444816053511706,0.12607372723296772,0.9246719392599534,0.15110824500180997
20,34,9,5,4,2.89,2.91,2.09,1.382775119617225,Inter,Milan,Serie A,0.3460207612456747,0.47846889952153115,1.1681322724510546,0.3436426116838488,0.19318533353483344,-0.8947274730896062,-0.037972673181818295
22,37,9,5,4,3.96,4.1,3.79,1.0448548812664908,Juventus,Napoli,Serie A,0.25252525252525254,0.2638522427440633,0.7602799342937061,0.24390243902439027,0.3684831779705505,-0.6616237211397533,0.29052132749572146
7,13,0,5,4,3.66,2.91,1.53,2.392156862745098,Bayern Munich,Dortmund,Bundesliga,0.27322404371584696,0.6535947712418301,1.2704614266415257,0.3436426116838488,0.4927986019833447,-0.41603211284583796,-0.10751485500270552
25,26,0,5,4,3.82,2.14,3.95,0.9670886075949366,Leipzig,Leverkusen,Bundesliga,0.2617801047120419,0.2531645569620253,0.9822343813002354,0.4672897196261682,0.41923552002287856,-0.7689226129318278,-0.09936720491728042
39,32,4,5,4,2.82,3.63,1.54,1.831168831168831,PSG,Marseille,Ligue 1,0.3546099290780142,0.6493506493506493,1.2794426720925753,0.27548209366391185,0.4315386107987106,-0.3411668453106125,0.2804966454585592
29,35,4,5,4,3.72,4.75,2.85,1.305263157894737,Lyon,Monaco,Ligue 1,0.26881720430107525,0.3508771929824561,0.830220713073005,0.21052631578947367,0.1999895772317752,0.9986847947239306,0.390799542212059
30,28,6,6,4,3.0,4.75,3.74,0.8021390374331551,Manchester City,Liverpool,Premier League,0.3333333333333333,0.267379679144385,0.8112393282671919,0.21052631578947367,0.41469259922230617,0.5413463605203082,0.1843065582432275
12,3,6,6,4,3.84,3.32,2.38,1.6134453781512603,Chelsea,Arsenal,Premier League,0.2604166666666667,0.42016806722689076,0.981789553170666,0.30120481927710846,0.23567471571703946,0.36579387223498494,-0.0021043676004940115
43,6,3,6,4,1.89,3.99,3.21,0.5887850467289719,Real Madrid,Barcelona,La Liga,0.5291005291005292,0.3115264797507788,1.091253575267348,0.2506265664160401,0.3717280931174559,0.6354786940653203,-0.05758859285309342
5,48,3,6,4,3.88,2.42,3.77,1.0291777188328912,Atletico Madrid,Sevilla,La Liga,0.2577319587628866,0.26525198938992045,0.9362070886486749,0.4132231404958678,0.44674692633600044,-0.34621951438243004,0.17969964152037743
20,34,9,6,4,1.71,2.2,2.18,0.7844036697247706,Inter,Milan,Serie A,0.5847953216374269,0.4587155963302752,1.4980563725131566,0.45454545454545453,0.44874949839016554,0.6332822928328901,-0.19102768264150863
22,37,9,6,4,2.09,4.04,3.18,0.6572327044025157,Juventus,Napoli,Serie A,0.47846889952153115,0.31446540880503143,1.04045906080181,0.24752475247524752,0.45152604046593436,-0.4849913834654611,0.10811126502432888
7,13,0,6,4,3.68,3.77,1.52,2.421052631578948,Bayern Munich,Dortmund,Bundesliga,0.2717391304347826,0.6578947368421053,1.1948858566668084,0.26525198938992045,0.13632182333301138,-0.42914173638238196,0.25807927029114636
25,26,0,6,4,3.72,2.37,2.02,1.8415841584158417,Leipzig,Leverkusen,Bundesliga,0.26881720430107525,0.49504950495049505,1.1858076375216124,0.42194092827004215,0.352580172626874,0.7233707275306487,0.11331671928496329
39,32,4,6,4,1.58,3.21,3.57,0.4425770308123249,PSG,Marseille,Ligue 1,0.6329113924050632,0.2801120448179272,1.2245499169737692,0.3115264797507788,0.4844154934948154,-0.7672450077816637,0.13979575477019696
